,brand,model,top_speed_kmh,battery_capacity_kWh,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type
449,Volvo,EX30 Single Motor ER (MY24-26),180,65.0,0.0,343.0,138,365,5.3,113.0,CCS,1600.0,318,5,RWD,JB - Compact,4233,1837,1549,SUV
450,Volvo,EX30 Twin Motor Performance (MY24-26),180,65.0,0.0,543.0,145,340,3.6,113.0,CCS,1600.0,318,5,AWD,JB - Compact,4233,1837,1549,SUV
451,Volvo,EX40 Single Motor (MY26),180,67.0,0.0,420.0,154,345,7.3,110.0,CCS,1500.0,410,5,RWD,JC - Medium,4440,1863,1652,SUV
452,Volvo,EX40 Single Motor ER (MY26),180,79.0,324.0,420.0,152,400,7.3,125.0,CCS,1500.0,410,5,RWD,JC - Medium,4440,1863,1652,SUV
453,Volvo,EX40 Twin Motor (MY26),180,79.0,324.0,670.0,163,385,4.8,125.0,CCS,1800.0,410,5,AWD,JC - Medium,4440,1863,1652,SUV
454,Volvo,EX40 Twin Motor Performance (MY26),180,79.0,324.0,670.0,163,385,4.6,125.0,CCS,1800.0,410,5,AWD,JC - Medium,4440,1863,1652,SUV
455,Volvo,EX90 Single Motor (MY24-26),180,100.0,192.0,490.0,182,460,8.4,140.0,CCS,1200.0,310,7,RWD,JF - Luxury,5037,1964,1744,SUV
456,Volvo,EX90 Twin Motor (MY24-26),180,107.0,204.0,770.0,188,470,5.9,150.0,CCS,2200.0,310,7,AWD,JF - Luxury,5037,1964,1744,SUV
457,Volvo,EX90 Twin Motor Performance (MY24-26),180,107.0,204.0,910.0,188,455,4.9,150.0,CCS,2200.0,310,7,AWD,JF - Luxury,5037,1964,1744,SUV
458,Voyah,Free 106 kWh,200,100.0,0.0,720.0,200,480,4.4,80.0,CCS,2000.0,550,5,AWD,JE - Executive,4905,1950,1645,SUV
459,XPENG,G6 AWD Performance,200,87.5,0.0,660.0,159,475,4.1,180.0,CCS,1500.0,571,5,AWD,JD - Large,4753,1920,1650,SUV
460,XPENG,G6 RWD Long Range,200,87.5,0.0,440.0,154,480,6.7,180.0,CCS,1500.0,571,5,RWD,JD - Large,4753,1920,1650,SUV
461,XPENG,G6 RWD Standard Range,200,66.0,0.0,440.0,152,370,6.9,140.0,CCS,1500.0,571,5,RWD,JD - Large,4753,1920,1650,SUV
462,XPENG,G9 AWD Performance,200,93.1,0.0,717.0,179,465,3.9,224.0,CCS,1500.0,660,5,AWD,JE - Executive,4891,1937,1670,SUV
463,XPENG,G9 RWD Long Range,200,93.1,0.0,430.0,163,480,6.4,224.0,CCS,1500.0,660,5,RWD,JE - Executive,4891,1937,1670,SUV
464,XPENG,G9 RWD Standard Range,200,75.8,0.0,430.0,165,395,6.4,170.0,CCS,1500.0,660,5,RWD,JE - Executive,4891,1937,1680,SUV
465,XPENG,P7 AWD Performance,200,82.7,0.0,757.0,164,460,4.1,138.0,CCS,0.0,440,5,AWD,E - Executive,4888,1896,1450,Sedan
466,XPENG,P7 RWD Long Range,200,82.7,0.0,440.0,144,495,6.7,138.0,CCS,0.0,440,5,RWD,E - Executive,4888,1896,1450,Sedan
467,XPENG,P7 Wing Edition,200,82.7,0.0,757.0,164,455,4.1,138.0,CCS,0.0,440,5,AWD,E - Executive,4888,1896,1450,Sedan
468,Zeekr,001 Long Range RWD,200,94.0,110.0,343.0,152,505,7.2,135.0,CCS,1500.0,539,5,RWD,E - Executive,4955,1999,1560,Liftback Sedan
469,Zeekr,001 Performance AWD,200,94.0,110.0,686.0,159,480,3.8,135.0,CCS,2000.0,539,5,AWD,E - Executive,4955,1999,1560,Liftback Sedan
470,Zeekr,001 Privilege AWD,200,94.0,110.0,686.0,162,480,3.8,135.0,CCS,2000.0,539,5,AWD,E - Executive,4955,1999,1548,Liftback Sedan
471,Zeekr,7X Long Range RWD,210,94.0,0.0,440.0,153,475,6.0,260.0,CCS,2000.0,539,5,RWD,JD - Large,4787,1930,1650,SUV
472,Zeekr,7X Performance AWD,210,94.0,0.0,710.0,173,450,3.8,260.0,CCS,2000.0,539,5,AWD,JD - Large,4787,1930,1650,SUV
473,Zeekr,7X Premium RWD,210,71.0,0.0,440.0,148,365,6.0,240.0,CCS,2000.0,539,5,RWD,JD - Large,4787,1930,1650,SUV
474,Zeekr,X Core RWD (MY25),190,49.0,0.0,343.0,148,265,5.9,70.0,CCS,1600.0,362,5,RWD,JB - Compact,4432,1836,1566,SUV
475,Zeekr,X Long Range RWD (MY25),190,65.0,0.0,343.0,146,360,5.6,114.0,CCS,1600.0,362,5,RWD,JB - Compact,4432,1836,1566,SUV
476,Zeekr,X Privilege AWD (MY25),190,65.0,0.0,543.0,153,350,3.8,114.0,CCS,1600.0,362,5,AWD,JB - Compact,4432,1836,1566,SUV
477,firefly,0,150,41.2,112.0,200.0,125,250,8.1,65.0,CCS,0.0,404,5,RWD,B - Compact,4003,1885,1557,Hatchback
